Case,ME/C Case,DBF,Age From,Age To,City,County,State,Biological Sex,Race / Ethnicity,Date Modified
UP105235,ME/C Case 90G-0429,10/9/1990,,,Norcross,Gwinnett,Georgia,Male,White / Caucasian,7/6/2023
UP8193,ME/C Case M90-08523,10/9/1990,30,50,New York,New York,New York,Male,Black / African American,1/18/2024
UP1832,ME/C Case 90-05676,10/8/1990,50,59,Baltimore,Baltimore,Maryland,Male,White / Caucasian,9/4/2024
UP8580,ME/C Case M90-08262,10/1/1990,20,50,New York,New York,New York,Female,Black / African American,1/23/2024
UP8637,ME/C Case Q90-05860,9/27/1990,25,60,Queens,Queens,New York,Male,Uncertain,1/24/2024
UP8635,ME/C Case Q90-05782,9/24/1990,20,45,Queens,Queens,New York,Male,White / Caucasian,1/24/2024
UP8229,ME/C Case M90-08013,9/23/1990,25,40,New York,New York,New York,Male,White / Caucasian,1/19/2024
UP1833,ME/C Case 90-05294,9/22/1990,27,33,Stevensville,Queen Anne's,Maryland,Male,White / Caucasian,9/4/2024
UP8633,ME/C Case Q90-05670,9/18/1990,20,80,Queens,Queens,New York,Male,"White / Caucasian, Hispanic / Latino, Asian",2/22/2024
UP8535,ME/C Case K90-07085,9/16/1990,25,45,Brooklyn,Kings,New York,Male,White / Caucasian,1/23/2024
UP8575,ME/C Case M90-07690,9/12/1990,16,30,New York,New York,New York,Male,Uncertain,10/18/2024
UP8509,ME/C Case B90-04433,9/11/1990,20,90,Bronx,Bronx,New York,Male,Uncertain,1/23/2024
UP1560,ME/C Case UT25-90D,9/10/1990,20,30,,Cumberland,Tennessee,Male,Hispanic / Latino,2/4/2021
UP8569,ME/C Case M90-07570,9/8/1990,40,55,New York,New York,New York,Male,Other,8/1/2024
UP8573,ME/C Case M90-07593,9/8/1990,60,75,New York,New York,New York,Male,White / Caucasian,1/23/2024
UP8534,ME/C Case K90-06866,9/7/1990,20,30,Brooklyn,Kings,New York,Male,White / Caucasian,12/4/2024
UP694,ME/C Case 90-1689,9/5/1990,0,0,Roswell,Fulton,Georgia,Male,Uncertain,9/17/2024
UP8568,ME/C Case M90-07494,9/5/1990,20,45,New York,New York,New York,Male,Black / African American,1/23/2024
UP8567,ME/C Case M90-07429,9/3/1990,60,75,New York,New York,New York,Male,"White / Caucasian, Hispanic / Latino",1/23/2024
UP8519,ME/C Case K90-06739,9/1/1990,25,40,Brooklyn,Kings,New York,Male,White / Caucasian,1/23/2024
UP8518,ME/C Case K90-06683,8/30/1990,20,40,Brooklyn,Kings,New York,Male,White / Caucasian,1/23/2024
UP8558,ME/C Case M90-07202,8/27/1990,40,60,New York,New York,New York,Male,White / Caucasian,12/4/2024
UP8507,ME/C Case B90-04148,8/23/1990,30,50,Bronx,Bronx,New York,Female,White / Caucasian,8/16/2024
UP8517,ME/C Case K90-06488,8/22/1990,20,80,Brooklyn,Kings,New York,Male,Black / African American,12/4/2024
UP8506,ME/C Case B90-04123,8/22/1990,30,50,Bronx,Bronx,New York,Male,Black / African American,1/22/2024
UP14483,ME/C Case 05900189,8/19/1990,18,99,Corsen's Inlet,Cape May,New Jersey,Male,Uncertain,9/17/2024
UP11101,ME/C Case S90-3915,8/16/1990,26,42,,Glynn,Georgia,Female,Black / African American,9/17/2024
UP8627,ME/C Case Q90-04954,8/13/1990,18,90,Queens,Queens,New York,Male,Uncertain,12/4/2024
UP8505,ME/C Case B90-03981,8/13/1990,25,45,Bronx,Bronx,New York,Male,Uncertain,1/22/2024
UP15465,ME/C Case 1990-0638,8/9/1990,40,50,,Hancock,Maine,Male,White / Caucasian,4/10/2024
UP134790,ME/C Case 90-2382,8/8/1990,25,35,Melville,Suffolk,New York,Male,Hispanic / Latino,12/12/2024
UP8554,ME/C Case M90-06606,8/6/1990,20,70,New York,New York,New York,Male,White / Caucasian,1/23/2024
UP8553,ME/C Case M90-06542,8/3/1990,20,50,New York,New York,New York,Male,Black / African American,8/29/2024
UP1537,ME/C Case Unknown ME,7/31/1990,68,80,Trenton,Mercer,New Jersey,Female,Black / African American,11/21/2024
UP8543,ME/C Case M90-06376,7/29/1990,25,45,New York,New York,New York,Male,"White / Caucasian, Hispanic / Latino",12/4/2024
UP8504,ME/C Case B90-03641,7/23/1990,30,50,Bronx,Bronx,New York,Male,Black / African American,8/20/2024
UP8499,ME/C Case B90-03632,7/23/1990,30,45,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino",8/16/2024
UP87249,ME/C Case C1990-17312,7/23/1990,0,0,Williamsburg,James City,Virginia,Female,Uncertain,11/22/2023
UP6580,ME/C Case C02-0344654,7/22/1990,20,40,Monroe Township,Clarion,Pennsylvania,Female,White / Caucasian,8/27/2024
UP8510,ME/C Case K90-05646,7/19/1990,35,55,Brooklyn,Kings,New York,Male,Black / African American,1/23/2024
UP1717,ME/C Case 16900689,7/16/1990,20,30,Wayne,Passaic,New Jersey,Female,White / Caucasian,8/28/2024
UP8540,ME/C Case M90-05875,7/12/1990,20,45,New York,New York,New York,Female,Black / African American,12/4/2024
UP10136,ME/C Case K90-05491,7/11/1990,40,70,Brooklyn,Kings,New York,Male,White / Caucasian,1/31/2024
UP8132,ME/C Case K90-05400,7/7/1990,40,60,Brooklyn,Kings,New York,Male,White / Caucasian,1/18/2024
UP8209,ME/C Case Q90-04051,6/29/1990,30,50,Queens,Queens,New York,Male,Black / African American,8/20/2024
UP8192,ME/C Case M90-05427,6/27/1990,18,40,New York,New York,New York,Male,Uncertain,10/20/2024
UP8090,ME/C Case B90-03155,6/26/1990,20,35,Bronx,Bronx,New York,Male,White / Caucasian,12/4/2024
UP8170,ME/C Case B90-03166,6/26/1990,60,80,Bronx,Bronx,New York,Male,Black / African American,1/18/2024
UP8188,ME/C Case M90-05302,6/23/1990,17,30,New York,New York,New York,Male,Hispanic / Latino,8/29/2024
UP8626,ME/C Case Q90-03900,6/21/1990,16,30,Queens,Queens,New York,Female,Uncertain,12/4/2024
UP10134,ME/C Case B90-03075,6/20/1990,20,40,Bronx,Bronx,New York,Male,Black / African American,1/31/2024
UP1834,ME/C Case 90-02930,6/18/1990,18,30,Temple Hills,Prince George's,Maryland,Female,Uncertain,4/10/2023
UP8207,ME/C Case Q90-03797,6/16/1990,20,40,Queens,Queens,New York,Male,White / Caucasian,1/18/2024
UP98144,ME/C Case B90-02918,6/11/1990,,,Bronx,Bronx,New York,Male,Uncertain,10/14/2024
UP8205,ME/C Case Q90-03667,6/10/1990,30,80,Queens,Queens,New York,Male,Black / African American,1/18/2024
UP8187,ME/C Case M90-04929,6/9/1990,45,65,New York,New York,New York,Male,White / Caucasian,8/29/2024
UP8087,ME/C Case B90-02857,6/7/1990,40,99,Bronx,Bronx,New York,Male,White / Caucasian,8/30/2016
UP16358,ME/C Case 1990-2869,6/6/1990,,,Boston,Suffolk,Massachusetts,Male,White / Caucasian,2/7/2024
UP8083,ME/C Case B90-02834,6/6/1990,25,45,Bronx,Bronx,New York,Male,White / Caucasian,9/3/2019
UP8186,ME/C Case M90-04778,6/4/1990,20,40,New York,New York,New York,Male,Black / African American,8/29/2024
UP10283,ME/C Case K90-04404,5/29/1990,20,80,Brooklyn,Kings,New York,Male,White / Caucasian,8/20/2024
UP8131,ME/C Case K90-04356,5/27/1990,25,45,Brooklyn,Kings,New York,Male,White / Caucasian,8/20/2024
UP8130,ME/C Case K90-04265,5/24/1990,18,30,Brooklyn,Kings,New York,Male,Black / African American,12/4/2024
UP8539,ME/C Case M90-04354,5/21/1990,45,65,New York,New York,New York,Male,"White / Caucasian, Hispanic / Latino",12/4/2024
UP6634,ME/C Case T1990-45702,5/20/1990,20,35,Norfolk,Norfolk,Virginia,Male,Hispanic / Latino,7/8/2024
UP6602,ME/C Case T1990-45701,5/20/1990,18,30,Norfolk,Norfolk,Virginia,Male,Black / African American,7/8/2024
UP8076,ME/C Case B90-02453,5/14/1990,20,99,Bronx,Bronx,New York,Male,White / Caucasian,8/30/2016
UP8204,ME/C Case Q90-03045,5/12/1990,20,80,Queens,Queens,New York,Male,White / Caucasian,12/4/2024
UP8184,ME/C Case M90-04119,5/12/1990,25,45,New York,New York,New York,Male,White / Caucasian,8/29/2024
UP8126,ME/C Case K90-03930,5/11/1990,35,55,Brooklyn,Kings,New York,Male,Black / African American,1/18/2024
UP6628,ME/C Case N1990-33153,5/9/1990,20,35,Falls Church,Falls Church,Virginia,Female,Black / African American,11/18/2024
UP8179,ME/C Case M90-03874,5/4/1990,45,65,New York,New York,New York,Male,Black / African American,8/29/2024
UP10242,ME/C Case K90-03752,5/3/1990,30,80,Brooklyn,Kings,New York,Male,White / Caucasian,1/31/2024
UP16843,ME/C Case 02900804,5/3/1990,20,40,Fort Lee,Bergen,New Jersey,Female,Uncertain,8/28/2024
UP8172,ME/C Case M90-03849,5/3/1990,55,75,New York,New York,New York,Male,Black / African American,8/29/2024
UP10238,ME/C Case K90-03583,4/27/1990,30,60,Brooklyn,Kings,New York,Male,"Black / African American, Hispanic / Latino",1/31/2024
UP99224,ME/C Case 90-0505,4/26/1990,,,Decatur,DeKalb,Georgia,Male,Black / African American,5/30/2024
UP1726,ME/C Case 07900989,4/22/1990,55,75,Newark,Essex,New Jersey,Male,Black / African American,8/28/2024
UP10119,ME/C Case B90-01990,4/16/1990,15,99,Bronx,Bronx,New York,Unsure,Uncertain,7/10/2024
UP13604,ME/C Case 90-01606,4/16/1990,0,0,Baltimore,Baltimore,Maryland,Female,Black / African American,9/4/2024
UP1462,ME/C Case 07900934,4/15/1990,60,70,Newark,Essex,New Jersey,Male,Black / African American,9/17/2024
UP1835,ME/C Case 90-01509,4/9/1990,40,60,Baltimore,Baltimore,Maryland,Male,White / Caucasian,9/4/2024
UP1684,ME/C Case 01900200,4/9/1990,58,73,Atlantic City,Atlantic,New Jersey,Male,White / Caucasian,3/31/2021
UP8125,ME/C Case K90-03068,4/8/1990,20,40,Brooklyn,Kings,New York,Female,White / Caucasian,1/18/2024
UP8201,ME/C Case Q90-02297,4/7/1990,20,40,Queens,Queens,New York,Male,Black / African American,1/18/2024
UP8124,ME/C Case K90-02936,4/3/1990,20,40,Brooklyn,Kings,New York,Male,White / Caucasian,1/16/2024
UP8227,ME/C Case R90-00319,3/25/1990,20,80,Staten Island,Richmond,New York,Male,White / Caucasian,1/19/2024
UP8122,ME/C Case K90-02577,3/22/1990,25,45,Brooklyn,Kings,New York,Male,Black / African American,1/18/2024
UP705,ME/C Case 90-0527,3/17/1990,35,60,Atlanta,Fulton,Georgia,Male,Black / African American,9/17/2024
UP8074,ME/C Case B90-01350,3/15/1990,40,60,Bronx,Bronx,New York,Male,Black / African American,8/26/2019
UP8073,ME/C Case B90-01286,3/12/1990,25,45,Bronx,Bronx,New York,Female,White / Caucasian,5/13/2022
UP8120,ME/C Case K90-02290,3/11/1990,20,40,Brooklyn,Kings,New York,Male,Black / African American,1/16/2024
UP64454,ME/C Case C90-0917,3/11/1990,,,LaGrange,Troup,Georgia,Male,"White / Caucasian, Hispanic / Latino",10/24/2022
UP99097,ME/C Case 90-0325,3/11/1990,,,Atlanta,DeKalb,Georgia,Male,Black / African American,5/30/2024
UP1836,ME/C Case 90-01047,3/7/1990,30,99,Dundalk,Baltimore,Maryland,Unsure,Uncertain,9/4/2024
UP8168,ME/C Case M90-02056,3/4/1990,20,60,New York,New York,New York,Male,Uncertain,12/4/2024
UP8198,ME/C Case Q90-01462,2/28/1990,35,50,Queens,Queens,New York,Male,Black / African American,1/18/2024
UP8119,ME/C Case K90-01850,2/25/1990,35,55,Brooklyn,Kings,New York,Male,Black / African American,1/9/2024
UP8115,ME/C Case K90-01836,2/24/1990,20,40,Brooklyn,Kings,New York,Female,Black / African American,12/4/2024
UP8071,ME/C Case B90-00980,2/23/1990,50,70,Bronx,Bronx,New York,Female,Black / African American,1/10/2023
UP8072,ME/C Case B90-00989,2/23/1990,55,75,Bronx,Bronx,New York,Male,White / Caucasian,10/23/2020
UP8070,ME/C Case B90-00974,2/22/1990,30,50,Bronx,Bronx,New York,Male,Black / African American,1/12/2024
UP8167,ME/C Case M90-01720,2/21/1990,55,75,New York,New York,New York,Male,White / Caucasian,8/29/2024
UP8114,ME/C Case K90-01738,2/21/1990,18,30,Brooklyn,Kings,New York,Male,White / Caucasian,11/30/2023
UP8166,ME/C Case M90-01707,2/20/1990,45,65,New York,New York,New York,Male,Black / African American,8/29/2024
UP8197,ME/C Case Q90-01049,2/10/1990,40,60,Queens,Queens,New York,Female,"White / Caucasian, Hispanic / Latino",10/21/2024
UP8108,ME/C Case K90-01358,2/9/1990,30,50,Brooklyn,Kings,New York,Male,White / Caucasian,5/10/2023
UP8165,ME/C Case M90-01335,2/8/1990,50,70,New York,New York,New York,Male,Black / African American,8/29/2024
UP8107,ME/C Case K90-01260,2/6/1990,21,40,Brooklyn,Kings,New York,Male,Black / African American,8/30/2016
UP8068,ME/C Case B90-00705,2/6/1990,30,40,Bronx,Bronx,New York,Male,Black / African American,7/9/2024
UP8164,ME/C Case M90-01237,2/5/1990,45,65,New York,New York,New York,Male,White / Caucasian,1/18/2024
UP8106,ME/C Case K90-01222,2/5/1990,45,65,Brooklyn,Kings,New York,Male,Black / African American,12/4/2024
UP1489,ME/C Case 08900057,2/4/1990,16,20,Depford Township,Gloucester,New Jersey,Female,White / Caucasian,8/28/2024
UP8067,ME/C Case B90-00641,2/3/1990,40,60,Bronx,Bronx,New York,Male,White / Caucasian,1/12/2024
UP8163,ME/C Case M90-01076,2/2/1990,20,35,New York,New York,New York,Male,Black / African American,1/18/2024
UP8105,ME/C Case K90-01099,2/1/1990,30,50,Brooklyn,Kings,New York,Male,White / Caucasian,9/4/2019
UP8066,ME/C Case B90-00620,2/1/1990,35,50,Bronx,Bronx,New York,Male,White / Caucasian,8/16/2024
UP1627,ME/C Case 08900048,1/30/1990,35,45,Deptford,Gloucester,New Jersey,Male,Black / African American,8/28/2024
UP8063,ME/C Case B90-00528,1/27/1990,18,35,Bronx,Bronx,New York,Female,Hispanic / Latino,8/16/2024
UP8195,ME/C Case Q90-00724,1/27/1990,20,50,Queens,Queens,New York,Male,White / Caucasian,12/4/2024
UP8162,ME/C Case M90-00920,1/27/1990,30,50,New York,New York,New York,Male,Black / African American,8/29/2024
UP8161,ME/C Case M90-00818,1/24/1990,20,70,New York,New York,New York,Male,Black / African American,12/4/2024
UP8160,ME/C Case M90-00787,1/23/1990,35,55,New York,New York,New York,Male,White / Caucasian,8/29/2024
UP8101,ME/C Case K90-00744,1/21/1990,30,50,Brooklyn,Kings,New York,Male,Black / African American,11/22/2021
UP8159,ME/C Case M90-00733,1/21/1990,55,75,New York,New York,New York,Male,Black / African American,12/4/2024
UP8158,ME/C Case M90-00606,1/18/1990,25,45,New York,New York,New York,Female,Black / African American,1/18/2024
UP10247,ME/C Case M90-00556,1/17/1990,30,50,New York,New York,New York,Male,White / Caucasian,8/15/2024
UP8098,ME/C Case K90-00474,1/14/1990,25,65,Brooklyn,Kings,New York,Male,White / Caucasian,7/1/2020
UP8062,ME/C Case B90-00130,1/6/1990,65,80,Bronx,Bronx,New York,Male,Black / African American,1/12/2024
UP10243,ME/C Case M90-00193,1/6/1990,30,50,New York,New York,New York,Female,Black / African American,1/31/2024
UP6513,ME/C Case C1990-14902,1/1/1990,40,60,Brunswick County,Brunswick,Virginia,Male,White / Caucasian,10/7/2024
UP8155,ME/C Case M90-00036,1/1/1990,70,90,New York,New York,New York,Male,White / Caucasian,1/5/2018
UP14958,ME/C Case Q89-08346,12/30/1989,50,70,Queens,Queens,New York,Female,Black / African American,8/15/2024
UP14943,ME/C Case M89-11388,12/27/1989,55,80,New York,New York,New York,Male,Black / African American,8/15/2024
UP9530,ME/C Case K89-10246,12/25/1989,17,30,Brooklyn,Kings,New York,Male,Black / African American,8/16/2024
UP14942,ME/C Case M89-11028,12/17/1989,50,80,New York,New York,New York,Female,Black / African American,8/16/2024
UP14941,ME/C Case M89-11013,12/17/1989,20,40,New York,New York,New York,Male,White / Caucasian,8/20/2024
UP6472,ME/C Case N1989-32457,12/17/1989,30,40,Arlington,Arlington,Virginia,Male,Black / African American,6/17/2024
UP14940,ME/C Case M89-10994,12/17/1989,50,80,New York,New York,New York,Male,Black / African American,8/16/2024
UP716,ME/C Case 89-2403,12/14/1989,18,70,Atlanta,Fulton,Georgia,Male,Black / African American,9/17/2024
UP9529,ME/C Case K89-09759,12/10/1989,20,45,Brooklyn,Kings,New York,Male,Black / African American,1/30/2024
UP626,ME/C Case 89-2278,11/28/1989,16,28,Palmetto,Fulton,Georgia,Male,Black / African American,9/17/2024
UP9527,ME/C Case K89-09252,11/24/1989,45,65,Brooklyn,Kings,New York,Male,White / Caucasian,1/30/2024
UP9526,ME/C Case K89-09084,11/19/1989,45,65,Brooklyn,Kings,New York,Male,White / Caucasian,1/30/2024
UP14938,ME/C Case M89-09984,11/17/1989,30,50,New York,New York,New York,Male,Black / African American,11/5/2024
UP9525,ME/C Case K89-08836,11/10/1989,40,60,Brooklyn,Kings,New York,Male,Black / African American,1/30/2024
UP1837,ME/C Case 89-02995,11/10/1989,25,55,Frederick,Frederick,Maryland,Male,Uncertain,9/26/2024
UP9510,ME/C Case K89-08818,11/10/1989,35,55,Brooklyn,Kings,New York,Male,"Black / African American, Hispanic / Latino",8/16/2024
UP9505,ME/C Case K89-08712,11/6/1989,25,45,Brooklyn,Kings,New York,Male,White / Caucasian,8/16/2024
UP10330,ME/C Case M89-09328,10/27/1989,30,45,New York,New York,New York,Male,White / Caucasian,8/16/2024
UP10329,ME/C Case M89-09293,10/26/1989,50,75,New York,New York,New York,Male,White / Caucasian,12/4/2024
UP83208,ME/C Case C1989-15627,10/24/1989,33,61,Stafford,Stafford,Virginia,Male,White / Caucasian,9/24/2024
UP9504,ME/C Case K89-08275,10/22/1989,25,45,Brooklyn,Kings,New York,Male,Black / African American,8/16/2024
UP10327,ME/C Case M89-08983,10/17/1989,25,60,New York,New York,New York,Male,Black / African American,1/31/2024
UP10326,ME/C Case M89-08901,10/14/1989,25,40,New York,New York,New York,Male,Black / African American,8/16/2024
UP6954,ME/C Case K89-07951,10/11/1989,20,30,Brooklyn,Kings,New York,Female,Hispanic / Latino,12/4/2024
UP16359,ME/C Case 1989-5459,10/8/1989,25,25,Dracut,Middlesex,Massachusetts,Male,Uncertain,8/1/2022
UP10321,ME/C Case M89-08609,10/4/1989,30,45,New York,New York,New York,Male,Black / African American,1/31/2024
UP8704,ME/C Case 89-7647,10/2/1989,25,35,Newton Grove,Johnston,North Carolina,Male,"White / Caucasian, Hispanic / Latino",5/17/2023
UP10320,ME/C Case M89-08463,9/30/1989,25,45,New York,New York,New York,Male,"White / Caucasian, Hispanic / Latino",8/16/2024
UP1628,ME/C Case 08890331,9/24/1989,40,50,Grenloch,Gloucester,New Jersey,Male,White / Caucasian,8/28/2024
UP9503,ME/C Case K89-07448,9/23/1989,20,40,Brooklyn,Kings,New York,Male,Uncertain,8/14/2024
UP1846,ME/C Case 118179,9/22/1989,18,99,Baltimore,Baltimore,Maryland,Male,Black / African American,9/4/2024
UP9502,ME/C Case K89-07402,9/21/1989,20,35,Brooklyn,Kings,New York,Male,Asian,11/18/2024
UP9501,ME/C Case K89-07401,9/21/1989,20,35,Brooklyn,Kings,New York,Male,Asian,9/12/2024
UP715,ME/C Case 89-1776,9/19/1989,20,30,Atlanta,Fulton,Georgia,Female,Black / African American,9/17/2024
UP82028,ME/C Case 89C-0607,9/19/1989,,,Mableton,Cobb,Georgia,Female,Black / African American,7/15/2021
UP10319,ME/C Case M89-08119,9/18/1989,45,65,New York,New York,New York,Male,White / Caucasian,1/31/2024
UP1762,ME/C Case 09891256,9/17/1989,45,60,,Hudson,New Jersey,Male,Asian,8/28/2024
UP13038,ME/C Case 1989-20472,9/8/1989,55,60,Town of Porter,Niagara,New York,Male,White / Caucasian,2/15/2022
UP6955,ME/C Case R89-00923,9/6/1989,18,30,Staten Island,Richmond,New York,Female,White / Caucasian,11/30/2023
UP1847,ME/C Case 118054,9/2/1989,40,59,Baltimore,Baltimore,Maryland,Male,White / Caucasian,9/4/2024
UP10317,ME/C Case M89-07603,9/1/1989,30,45,New York,New York,New York,Male,Black / African American,8/15/2024
UP10318,ME/C Case M89-07619,9/1/1989,25,45,New York,New York,New York,Male,"Hispanic / Latino, Asian",11/5/2024
UP1848,ME/C Case 118042,8/31/1989,25,39,Baltimore,Baltimore,Maryland,Male,Black / African American,9/4/2024
UP10316,ME/C Case M89-07461,8/28/1989,35,55,New York,New York,New York,Male,White / Caucasian,8/16/2024
UP56398,ME/C Case 89-3964,8/28/1989,25,40,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American,10/14/2021
UP1849,ME/C Case 89-02264,8/23/1989,50,60,Rockville,Montgomery,Maryland,Male,White / Caucasian,9/4/2024
UP1631,ME/C Case 08890297,8/22/1989,19,39,West Deptford,Gloucester,New Jersey,Female,Uncertain,8/28/2024
UP9759,ME/C Case M89-06936,8/10/1989,45,65,New York,New York,New York,Male,White / Caucasian,9/19/2024
UP9757,ME/C Case M89-06622,7/31/1989,30,45,New York,New York,New York,Male,Black / African American,1/31/2024
UP14937,ME/C Case B89-03523,7/30/1989,20,40,Bronx,Bronx,New York,Male,Black / African American,7/11/2024
UP14960,ME/C Case B89-03492,7/29/1989,40,60,Bronx,Bronx,New York,Male,Hispanic / Latino,8/16/2024
UP15099,ME/C Case M89-06409,7/24/1989,18,25,New York,New York,New York,Unsure,Uncertain,12/4/2024
UP9756,ME/C Case M89-06158,7/15/1989,55,75,New York,New York,New York,Male,White / Caucasian,1/31/2024
UP9755,ME/C Case M89-06138,7/14/1989,25,45,New York,New York,New York,Male,Black / African American,11/5/2024
UP1850,ME/C Case 117762,7/13/1989,30,40,Baltimore,Baltimore,Maryland,Male,Other,9/4/2024
UP9746,ME/C Case M89-06052,7/11/1989,45,99,New York,New York,New York,Male,Black / African American,1/31/2024
UP14957,ME/C Case Q89-04496,7/11/1989,50,80,Queens,Queens,New York,Male,White / Caucasian,8/16/2024
UP66216,ME/C Case MEX16-89,7/9/1989,,,Lewiston,Niagara,New York,Male,"White / Caucasian, Asian",10/13/2022
UP16716,ME/C Case 09890951,7/8/1989,50,60,North Bergen,Hudson,New Jersey,Male,White / Caucasian,9/17/2024
UP2277,ME/C Case B89-03174,7/8/1989,25,40,Bronx,Bronx,New York,Male,White / Caucasian,9/19/2024
UP6953,ME/C Case B89-03163,7/7/1989,35,45,Bronx,Bronx,New York,Female,White / Caucasian,11/30/2023
UP9744,ME/C Case M89-05504,6/24/1989,25,50,New York,New York,New York,Male,Hispanic / Latino,1/31/2024
UP14936,ME/C Case B89-02925,6/23/1989,20,40,Bronx,Bronx,New York,Male,Black / African American,4/11/2024
UP2223,ME/C Case 89-489,6/20/1989,25,50,,Johnston,North Carolina,Male,Uncertain,6/6/2023
UP9743,ME/C Case M89-05388,6/20/1989,25,45,New York,New York,New York,Male,Black / African American,11/5/2024
UP14948,ME/C Case Q89-04026,6/20/1989,45,70,Queens,Queens,New York,Male,Black / African American,8/14/2024
UP9740,ME/C Case M89-05330,6/18/1989,55,75,New York,New York,New York,Male,Black / African American,1/31/2024
UP9732,ME/C Case M89-05237,6/15/1989,25,40,New York,New York,New York,Male,"Black / African American, Hispanic / Latino",12/19/2024
UP2285,ME/C Case 89-80,6/11/1989,20,40,Baltimore,Baltimore,Maryland,Unsure,Uncertain,9/4/2024
UP9700,ME/C Case M89-05088,6/10/1989,35,50,New York,New York,New York,Male,Black / African American,1/30/2024
UP1718,ME/C Case 16890589,6/10/1989,33,45,West Milford,Passaic,New Jersey,Male,White / Caucasian,5/25/2023
UP9731,ME/C Case M89-05111,6/10/1989,35,55,New York,New York,New York,Male,White / Caucasian,8/16/2024
UP1539,ME/C Case 09890837,6/10/1989,19,39,Jersey City,Hudson,New Jersey,Male,Uncertain,9/17/2024
UP9699,ME/C Case M89-04984,6/6/1989,25,45,New York,New York,New York,Male,White / Caucasian,1/30/2024
UP14168,ME/C Case B89-02677,6/6/1989,30,50,New York,Bronx,New York,Male,Black / African American,10/27/2023
UP9334,ME/C Case K89-04479,6/3/1989,20,70,Brooklyn,Kings,New York,Female,Black / African American,12/4/2024
UP9698,ME/C Case M89-04799,5/30/1989,25,40,New York,New York,New York,Male,Black / African American,1/30/2024
UP10812,ME/C Case C1989-14217,5/28/1989,25,35,Louisa County,Louisa,Virginia,Female,Black / African American,11/21/2023
UP9695,ME/C Case M89-04721,5/27/1989,20,35,New York,New York,New York,Male,Black / African American,1/30/2024
UP14091,ME/C Case B89-02428,5/22/1989,25,45,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino",10/27/2023
UP1644,ME/C Case 09890710,5/18/1989,60,70,Bayonne,Hudson,New Jersey,Male,White / Caucasian,9/17/2024
UP16842,ME/C Case 02890903,5/15/1989,20,35,Garfield,Bergen,New Jersey,Female,White / Caucasian,9/17/2024
UP1676,ME/C Case 13890523,5/13/1989,35,45,Asbury Park,Monmouth,New Jersey,Male,Uncertain,11/21/2024
UP9332,ME/C Case K89-03621,5/4/1989,18,35,Brooklyn,Kings,New York,Female,Black / African American,12/4/2024
UP81666,ME/C Case W1989-60519,5/2/1989,0,1,Rustburg,Campbell,Virginia,Male,White / Caucasian,7/24/2024
UP713,ME/C Case 89-0793,4/21/1989,18,70,Atlanta,Fulton,Georgia,Male,Black / African American,9/17/2024
UP712,ME/C Case 89-0792,4/21/1989,18,70,Atlanta,Fulton,Georgia,Male,Black / African American,9/17/2024
UP10140,ME/C Case B89-01966,4/21/1989,30,80,Bronx,Bronx,New York,Male,Black / African American,7/9/2024
UP9679,ME/C Case M89-03632,4/20/1989,25,70,New York,New York,New York,Male,Black / African American,1/30/2024
UP9331,ME/C Case K89-03136,4/18/1989,25,45,Brooklyn,Kings,New York,Female,Black / African American,1/26/2024
UP9321,ME/C Case K89-03120,4/17/1989,3,7,Brooklyn,Kings,New York,Female,Black / African American,1/26/2024
UP9677,ME/C Case M89-03393,4/13/1989,14,17,New York,New York,New York,Male,Black / African American,1/30/2024
UP14946,ME/C Case Q89-02394,4/7/1989,30,50,Queens,Queens,New York,Male,Hispanic / Latino,8/16/2024
UP10669,ME/C Case M89-03101,4/3/1989,35,50,New York,New York,New York,Male,"Black / African American, Hispanic / Latino",12/12/2024
UP14090,ME/C Case B89-01631,4/1/1989,20,45,Bronx,Bronx,New York,Male,White / Caucasian,8/30/2023
UP9676,ME/C Case M89-03012,3/31/1989,60,80,New York,New York,New York,Male,White / Caucasian,1/30/2024
UP9664,ME/C Case M89-02912,3/27/1989,20,30,New York,New York,New York,Male,Black / African American,11/5/2024
UP9320,ME/C Case K89-02560,3/26/1989,40,70,Brooklyn,Kings,New York,Male,White / Caucasian,1/26/2024
UP9318,ME/C Case K89-02515,3/26/1989,25,45,Brooklyn,Kings,New York,Male,White / Caucasian,8/14/2024
UP9317,ME/C Case K89-02443,3/23/1989,50,70,Brooklyn,Kings,New York,Male,White / Caucasian,1/26/2024
UP9663,ME/C Case M89-02741,3/22/1989,30,60,New York,New York,New York,Female,Black / African American,8/21/2024
UP9659,ME/C Case M89-02687,3/21/1989,20,35,New York,New York,New York,Male,Hispanic / Latino,10/31/2019
UP9637,ME/C Case M89-02600,3/18/1989,50,70,New York,New York,New York,Male,Black / African American,1/30/2024
UP16043,ME/C Case 89-763,3/14/1989,18,99,Salisbury,Wicomico,Maryland,Unsure,Uncertain,9/4/2024
UP10311,ME/C Case M89-02344,3/10/1989,35,50,New York,New York,New York,Male,Black / African American,1/31/2024
UP1852,ME/C Case 117044,3/9/1989,50,70,Baltimore,Baltimore,Maryland,Male,Black / African American,9/4/2024
